clean_title,sentiment_from_rating
Must buy product,1
Love it,1
Loved it,1
4 Star Product,1
Good buy,1
Too bass heavy,1
Boat Earphones,1
Best quality product for rupees 350,1
Good quality,1
Good product,1
Great headset but,1
Headphone,1
Boat bassheads 100,1
It is very good quality,1
Love it,1
Best in Sound and especially in Bass and Noise Cancellation,1
Nice,1
Awesome,1
Awesome piece,1
Good sound and experience mic damaged quickly,1
Nice,1
Best,1
Nice,1
definitely value for money,1
Product is fine according to the price,1
Nice,1
Awesome product,1
Worth it,1
Super bass,1
Fantastic,1
My 9 year old daughter loves it,1
Simply awesome,1
Go for it,1
Good product,1
Great product,1
Best deal,1
Gud,1
Value for price,1
Good but not great,1
Happy customer,1
Boat,1
Good and best,1
Good value for money,1
Nice one,1
Best Product,1
Awesome product using it for straight 3rd year,1
Amazing Product and love it at the cost of 250 in the sale,1
Nice product,1
Super bass,1
Crisp sound quality,1
Value for money,1
nice,1
Excellent,1
Value for money,1
Value for money durable,1
Value for money,1
Decent Product,1
Budget friendly earphones for YouTube videos,1
Excellent product,1
value for money ok,1
Good,1
Decent Product,1
Best in the price range,1
Quality Budget,1
Best headphone i have ever had,1
Pure sound,1
The best one,1
Superb,1
Best,1
Durable Good sound,1
Quite good,1
Money Worthy,1
Super awesome,1
Good product i like shape performance,1
Good,1
Durability,1
Ok ok,1
Value for money product totally,1
decent headphone with okayish bass,1
Claim of warranty Repair,1
Sturdy value for money,1
Sounds great perfect value for money,1
Go ahead No regret,1
Nice,1
Review,1
Pubg earphones,1
Just a review,1
Ek no,1
Decently good,1
Best quality at affordable price,1
Mic,1
Nice Product,1
Loved it,1
One word AMAZING,1
Sound quality is good,1
Thanks,1
Do buy this product Best quality,1
Valuable item,1
Value for money,1
Sound quality is something you cannot believe,1
Nice,1
Great headphone poor packing from Amazon,1
Made In India Superior Quality,1
Nice one,1
Pretty good,1
value for money,1
Value for money,1
Cost effective,1
BINGO The best,1
Good,1
Good quality VFM,1
best best best,1
All over good product except bass,1
Sound clearity is so nice,1
Nice product,1
Worth for money,1
Value for money,1
Nice,1
Fulfills the promise,1
Ear phones,1
Underpriced must buy,1
Worth every penny,1
Good product,1
Powerful Bass,1
Awesome,1
Bass lover go for it,1
Bad product stopped working in 6 months,1
Nice,1
Good,1
Value for Money Cable not very durable,1
Best you can get with the price Go for it,1
Comfortable to use,1
Superb headphones,1
Value for money,1
Superb,1
Good in this prize range,1
Magic of Made In India,1
Good product,1
Excellent Budget Earphone,1
Good product with affordable price,1
Very nice product at a reasonable price,1
Buy it for quality after sales service best price Unbeatable,1
Came with Warrantee Card,1
Best in budget,1
Every product is fantastic,1
Amazing Product,1
Good,1
Great,1
AWESOME EARPHONES,1
Very good product,1
Happy to open the box,1
Good but not that much bass,1
Voice,1
quality earphones for Rs 349,1
Flimsy look but okay,1
When you are very soft handler you can enjoy with this headphone,1
Good Sound Quality,1
Nice,1
SOUND QUALITY WAS BETTER THAN ANY SAMSUNG OR VIVO EARPHONE,1
Amazing,1
Nice headphone in decent price range,1
Bass Heads 100 Is not durable,1
Okay,1
Best product and working good,1
Good,1
Over all its good,1
Very good headphones for the price,1
Overall good,1
Best choice,1
Must Buy,1
Excellent,1
Goog,1
Far better as it is not Made in India,1
Good for the price,1
Awesome,1
Great for daily use not for music lovers,1
For bass lovers,1
In this price best earphone,1
Comfortable,1
Worth every penny,1
Great buy,1
Bass is good I will say its optimum,1
Good enough,1
Good,1
Clarity is average,1
Good,1
Quality is good for price,1
Wonderful,1
Worth buying,1
Decent Product,1
8 out of 10 but heavy duty,1
Value for money,1
Box of the product was torned and seems to be opened earlier,1
Worth for the price and quality,1
Good Product,1
Buy it,1
Excellent sount quality and great noise cancellation,1
good quality headphone clear sound,1
Good product,1
Best Budget earphones under 399Rs,1
Value for money,1
Awesome,1
Good for the given Prize,1
Good product,1
Amazing earphone at this Price Point,1
Best quality earphones,1
NOT BAD,1
Good choice in this rate Worth,1
Quality and Quantity,1
Great deal,1
Good product,1
Made in China,1
Worth buying,1
Good earphones,1
Worked fine for 11 months,1
Nice,1
Honest review,1
Good product,1
Mumbai Indians,1
Important note,1
Totally worth the price,1
Go for it,1
Overall Good quality,1
Good Earphones,1
Good product,1
Good,1
Good one,1
Good sound,1
Good earphones and sound quality and bass is good,1
Good comfortable earphones,1
Awesome Budget Earphones,1
Amazing product,1
Good one though,1
Good at this price,1
Loved it Worth for purchasing,1
Value for money,1
Best in this price range,1
Sound Quality,1
Good and durable product,1
Value to money earbuds fits good,1
Its a very nice product,1
Real as far as my own ears,1
It is an overall good product Simple and big enough You money would be well spent,1
Superb Sound Quality,1
Nice,1
worth moneyguys,1
A good product,1
Go For it,1
Brilliant for the Price,1
Value for money Go for it,1
Good,1
Very good product,1
Noise cancellation is on next level perfect boat,1
Earphone,1
Good product,1
Bang for the buck,1
Decent quality and sound,1
Superb,1
Overall ok,1
Good product,1
Please Note this b4 buying,1
Good Earphones for this range,1
Good for this price,1
Review,1
Nice product to Buy,1
Good earphones,1
Good in this price range,1
Awesome deal under 500 bucks category for careful people,1
Worth for the money expected more with the discount offered,1
Satisfied,1
Great purchase,1
Average,1
ossom product under this range,1
Good quality in affordable price,1
Not even a year completed and the right side earphone is not working,1
Good product,1
Worth buying,1
ordered for my papa he loved it,1
5 star for Sound n design,1
Super happy with the product,1
Nice product,1
Good,1
Boat the best,1
Good,1
Amazinggg,1
So far it is good let us see in the coming days,1
nice product,1
Best earphones,1
Sound quality,1
Worth for money,1
Good product,1
Good product,1
Bass Heads,1
It Gets the Job Done,1
Awesome earphones,1
Good,1
Good product,1
Nice,1
Nice,1
Best Headphone I have ever used,1
Good quality,1
Like only for boat,1
Great Sound but Awkward Design,1
Value for money,1
Nice product,1
Awesome Quality,1
Recommended,1
Randomly,1
Nice product made in India,1
Ok,1
A good purchase,1
Comfortable,1
Must purchase Most reliable In Budget Best in quality,1
Sound Quality,1
Best head phone in good budget,1
Good one,1
Wonderful,1
Nice ear phone,1
Perfect earphones,1
good product,1
nice company product loved it,1
Worth for price,1
Nice product,1
Goid choice on this price,1
Using it for normal operations it is doing a good job there,1
Satisfied with the product,1
Value for money and best quality,1
Newly sealed pack,1
Good Worth the money,1
Good Product,1
Good for daily routine use,1
Great product n service,1
Terrific purchase,1
Boat Headphones,1
Useful wire earphone,1
Really Amazing Headsets,1
Nice product,1
Comfortable and classy,1
Wow,1
Goodddddd,1
How can I claim for warranty,1
Overall good,1
Awesome,1
Worth the money,1
Too good,1
Value for money,1
Good,1
Good,1
Great Product Make in India,1
Perfect earphones for the Perfect price,1
Supremely value for money,1
Great product go for it,1
Crazy and Unbeatable Loved it,1
Product is up to the mark,1
Good product for the price range,1
Awesome Product,1
Nice earphone for the price,1
Love Amazon,1
Very durable earphones,1
This product is very good But I cannot get cash memo of this item Please help,1
Boss of bass,1
Very nice,1
Suitable,1
Good quality product,1
Product review after one week useage,1
Good one in the price segment of 300,1
Good,1
Nice earphones,1
Nyc Sound quality at this budget,1
Nice,1
Nice priduct,1
Value added,1
Kya soch ri PUBLIC,1
Best purchase,1
Super earphones in this price,1
Soothing effect,1
ok ok sa hai rate k hisab se shai hi hai,1
Perfect,1
Value for money,1
Great buy go for it,1
Worth every penny,1
Awesome earphones,1
Loved it Nice gazette,1
Mind blowing product,1
Fit,1
The earphone is too good,1
Good value for money product,1
awesome product,1
Good,1
Super product for this price,1
Nice Product,1
Full paisa vasool product,1
Bought for second time after four years,1
Best earphones with this price,1
Lovely product and thank you Amazon,1
Very good product,1
Worth for the money,1
Excellent sounds quality,1
Good one with good prices and good sound,1
In this budget,1
Average budget earphone,1
Worth to buy would strongly recommend,1
Enjoy music at your pace,1
Nice,1
Good,1
Good for the price,1
Very best Earphone ever,1
Good product,1
Value for money,1
Worth,1
Utility,1
Good experience,1
Value for money,1
Value for Money,1
Thumbs Up,1
Very good quality Very high max volume Perfect fit and weight Long cable,1
Good,1
An awesome product at this price Go for it,1
Good product but causeses pain in the ear after use of an hour or so,1
Value for money product,1
Giving it 5 stars so that it is visible,1
Good,1
Good Product,1
Sound Quality is not goof at all not worth it,1
Good one at cheap price,1
Writing after 1 year working great till now using for both music and calls,1
BEST BUDGET,1
Value for money,1
It has lots of accessories than I expected,1
Well and good do not expect bass quality,1
Worth buying Good quality Not much bass But nice build quality,1
Good,1
Good to go,1
Brand,1
Excellent product,1
Super,1
Satisfied,1
Much worse than any other boAt product,1
Not good not bad,1
Best earphone under 400,1
Best in this segment,1
the one earphone for all purpose,1
Overall view,1
Meant for music not very appropriate for office calls,1
Good product,1
Voice,1
God,1
Nice,1
Best deal,1
Amazing Sound Quality,1
Quality is okay,1
Good sound and quality,1
Must buy,1
Great,1
Nice,1
Good,1
Nice product,1
Sound is good no doubt valued for money,1
Nice one at affordable price,1
Good quality product,1
Product quality and luck so good,1
Rough use,1
Good product,1
TOATALLY DISAPPOINTED,1
Premium Quality at Affordable Prices,1
Superb,1
Love the product,1
Wow what a product,1
Sound quality and build quality,1
Does the job,1
Value for Money Good Bass Effect,1
Really God Level product such as price,1
I love it,1
Good,1
Nice,1
Vlaue for money,1
Budget matters,1
Suite yourself,1
Worth product,1
Bass,1
Awesome,1
Nyc prodyct,1
Good earphone,1
Love at first sight,1
Good with in range,1
Amazing earphones,1
Good quality for price,1
Good quality at affordable price,1
Value for money,1
Good,1
Very nice,1
been using for 6 months,1
Go for it,1
Best earphone in this price range,1
Sound is very clear,1
Both earphones stoped within 4months,1
Honest Review,1
Totally above average,1
Best Buy with Best service,1
Washproof earphones,1
Great product,1
Good product,1
Budget friendly quality earphone,1
Sound Quality Is Good Also Bass Quality,1
Nice one,1
Boat never let us you down,1
Such a great product,1
Nice product for this price range,1
Good sound clarity,1
Useful at low price,1
Nice sound quality,1
Nice one,1
Loved Boat product This is 3rd purchase,1
I love the quality and not too loud,1
Value for money,1
Nice product,1
It is a good product,1
Value for money,1
Paisa vasool,1
Not bad for same price earphones,1
Worth for the Price,1
Perfect bass and great sound quality,1
Good,1
nice cute headphones,1
Awesome,1
Go with basshead 225,1
Excellent,1
Awesome Quality Sound no earpain,1
Nice product,1
nice,1
Overall product is worth the money,1
Durable and worth the money,1
Recommended,1
Best in the budget segment,1
Everything good,1
Not bad,1
Worth of cost,1
Excellent Product,1
Good quality,1
Go For It,1
good,1
Good qualitg,1
Can be handled rough,1
Must try,1
Good job,1
Need to be patient Wait for customer until he arrives,1
Best for gaming and for meditation,1
Good one in this price range,1
Good choice for music listeners,1
worthy for money,1
Quality product in this price range,1
quality cost,1
Nice earphone at small budget,1
FOR MULTIUSE BUT PRICE WORTHY,1
Nice one,1
Grest to have this product,1
Can be considered,1
Mic button issue,1
Good Budget Earphones,1
Worth for money,1
Satisfactory product,1
Best buy,1
At this price range the best choice Even better than some upper range,1
Durable and Powerful,1
Awesome just go for it,1
Quality Performance and design,1
Worth for 350 ruppee,1
Nice one,1
very light in weight,1
Superb sound quality,1
Worth for money,1
SOUNDS,1
Nothing,1
I do not expect in this price range,1
Good value,1
Monster Jammers,1
Good,1
Ruff and tuff at great prize,1
Great quality less priced earphones,1
Glad,1
Quite satisfied,1
awesome product,1
Sound bass optimized for price Mic can be better,1
Good product,1
Good quality,1
Nice,1
Sound Quality And Build Quality both are satisfactory,1
Does not wreck,1
Mic not working properly,1
Ok,1
Excellent quality Made in India,1
Superb,1
Value for money headphone,1
